01/01,01/02,01/03,01/04,01/05,01/06,01/07,01/08,01/09,01/10,01/11,01/12,01/13,01/14,01/15,01/16,01/17,01/18,01/19,01/20,01/21,01/22,01/23,01/24,01/25,01/26,01/27,01/28,01/29,01/30,01/31,02/01,02/02,02/03,02/04,02/05,02/06,02/07,02/08,02/09,02/10,02/11,02/12,02/13,02/14,02/15,02/16,02/17,02/18,02/19,02/20,02/21,02/22,02/23,02/24,02/25,02/26,02/27,02/28,02/29,03/01,03/02,03/03,03/04,03/05,03/06,03/07,03/08,03/09,03/10,03/11,03/12,03/13,03/14,03/15,03/16,03/17,03/18,03/19,03/20,03/21,03/22,03/23,03/24,03/25,03/26,03/27,03/28,03/29,03/30,03/31,04/01,04/02,04/03,04/04,04/05,04/07,04/08,04/09,04/10,04/11,04/12,04/13,04/14,04/15,04/16,04/17,04/20,04/21,04/22,04/23,04/24,04/25,04/26,04/27,04/28,04/29,04/30,05/01,05/02,05/03,05/04,05/05,05/06,05/07,05/08,05/09,05/10,05/11,05/12,05/13,05/14,05/15,05/16,05/17,05/18,05/19,05/20,05/21,05/22,05/23,05/24,05/25,05/26,05/27,05/28,05/29,05/30,05/31,06/02,06/03,06/04,06/05,06/06,06/07,06/08,06/09,06/10,06/12,06/13,06/14,06/15,06/16,06/17,06/18,06/19,06/20,06/21,06/22,06/23,06/24,06/25,06/26,06/27,06/28,06/29,06/30,07/01,07/02,07/03,07/04,07/05,07/06,07/07,COUNTY
50077,64809,65084,62831,58863,49728,45967,45919,49379,53912,34994,45381,43119,44856,46536,52386,64619,45401,45480,57896,45042,44989,48557,56118,44836,46529,44842,44236,44065,50806,58365,48762,45895,48224,46271,45359,44338,59754,45579,51386,48275,46256,48306,49772,64682,50459,50240,59502,49893,49100,54717,67902,53824,56777,51443,50216,54673,57644,67674,59433,61253,51546,48397,47233,53806,66295,60724,63610,54848,51089,55352,63428,75530,69126,62550,56113,51433,50345,50616,53339,44886,37913,37883,36449,36697,36870,37463,30383,27742,31655,30637,33758,34564,29569,22571,20050,28470,28952,30066,29847,23189,18478,29016,29929,30926,32106,33654,30763,32709,33635,29359,38548,17601,17346,25465,34969,35286,40636,44817,36641,37089,39716,40264,39835,41815,48482,42646,41637,43773,41834,43096,46579,52334,44987,45652,42778,43319,45897,54476,68526,56286,46640,58658,51087,48887,52456,59630,59645,56415,48077,48910,48522,60517,59899,43135,45549,47638,50638,66049,71291,63893,55591,51685,54280,59542,70030,77141,62444,57518,51575,52623,59683,68394,76126,64775,54049,53660,58891,69809,67644,51146,66745,60041,50568,Walton
2352,4460,5173,3328,2530,5077,5102,4922,5112,5400,2787,2747,4860,5027,5144,5148,5476,3405,2626,3831,4884,4819,4853,5308,3322,2577,4684,4914,4626,4913,5251,3310,2755,5258,5267,4935,3985,5575,3498,2748,5062,5075,5120,4857,5923,3283,2487,4113,5132,5121,4794,5393,3320,2788,4866,4963,5159,5250,5801,3830,3021,5309,5667,5066,25866,31438,26746,28591,26302,24874,26125,29543,30495,28688,26970,23777,17819,17179,17374,17734,14154,12323,12947,12396,12294,12415,12755,9631,9029,11016,10667,11994,12001,10483,7575,6890,9663,9856,10387,10570,7824,6450,10209,10353,11138,11468,11905,10630,11549,11681,10228,13031,9882,9432,11484,12956,12269,13951,15990,15315,11775,16361,17420,19406,21211,23391,19303,17935,20372,19770,20407,4520,4756,3329,2443,4270,4455,4426,4650,4884,3278,2600,2706,4552,4577,4613,5067,3420,2790,4611,4736,5096,5051,3368,2329,4747,4570,4942,4898,3420,2822,4614,4950,4763,4855,5033,3358,2704,4497,4521,4652,4740,4935,3431,2795,4590,4899,4786,4972,4483,2805,2446,4635,4590,Washington
261851,367668,401305,332429,299054,346140,321507,325505,332772,370856,305403,273233,335090,320943,244039,347005,393247,323624,283652,340450,325555,318234,332605,378670,312114,280969,332305,324609,326656,342426,385913,302313,262411,350083,327508,242748,340306,382681,323863,296102,343307,332466,346305,364424,404406,339409,311647,379114,347674,250860,357714,385516,327260,302723,347100,340890,336019,366031,407001,344754,314666,344396,342550,350065,366424,410987,351220,305880,354078,346319,359305,367016,407572,334627,304295,328881,315486,308433,293328,294825,223418,179905,233818,227833,228556,168556,227317,171251,142858,205732,205848,207852,216241,193054,136092,100797,183817,186282,188609,192418,149076,110030,185053,185019,190266,181196,206770,190366,207361,213090,211923,196130,173877,159170,216592,219625,223442,217247,262090,218629,189054,236882,239041,181623,251595,282025,251089,187006,252385,252301,253581,262108,278994,230134,224917,250463,256561,272027,281312,322284,277909,234330,199324,270688,307432,283719,317087,322063,250327,262851,270695,269937,302816,246870,220932,273737,276716,288188,338735,298293,259864,292554,292767,279368,303262,327688,299949,272357,298388,288161,294642,303078,247646,286017,252032,287127,291592,295687,320577,305800,215883,242171,281311,275538,Brevard
36039,58957,63441,47698,42946,60588,63543,63988,65260,67284,52784,44861,62085,64218,65227,65941,67895,54369,42272,54968,63434,62855,64427,68079,53962,44726,61830,64316,62776,65294,68760,54018,45174,62606,65040,65675,63613,68714,54512,46670,63596,66456,66680,69344,69421,53735,45055,57107,65567,66600,65831,67468,53475,47207,63777,62264,65644,68354,71075,59613,48395,65107,67739,67858,66513,71611,57542,48555,63791,66220,67738,68508,69275,53585,43416,58748,57525,55978,54775,56300,42263,32465,47867,48257,47537,35815,50460,39379,31794,45915,45964,47306,49091,45430,34113,24338,43042,43241,44893,31328,38588,16275,27310,41147,28329,47588,50141,44015,33043,48132,47337,48672,43217,35021,48397,49559,49940,49872,55800,30157,37131,50880,53215,35631,54756,58463,48703,25266,52688,54253,54206,56279,59639,32401,39032,52962,39604,56643,58242,61189,49868,40327,38063,52592,56310,56338,60242,48983,41692,59297,59898,57042,61134,32078,19017,55949,55504,50647,62929,51847,43198,41082,61009,60086,62162,43970,35462,43944,58334,58385,59844,60750,62560,49102,41581,56755,56792,59630,61948,54363,40782,37905,55042,57134,Clay
359461,572172,602746,453034,391058,546093,553083,558678,563886,590374,441352,367579,542235,551289,561470,577970,607264,451882,357916,494470,517556,517148,535728,575316,444420,367875,540222,549411,547361,569957,596521,444139,355771,430933,394020,400520,389219,426903,449941,278473,390193,399970,406839,426228,439569,341250,280907,377016,407392,407618,407890,428937,330869,288011,395829,525058,539829,590818,621521,505950,413472,564671,561741,578063,586808,630807,487777,396777,544643,553175,569693,574504,480210,456182,384766,502553,484788,476159,467712,468775,333331,255712,384585,383515,376696,378195,387382,278531,219491,346986,349028,354745,366348,334882,225029,167843,325043,326009,336488,334662,243780,175820,306065,312742,313672,351245,365784,330895,358473,351845,340939,365809,291947,238431,360132,371153,379496,383854,421080,321924,265563,395330,404210,404941,420201,456018,365646,298215,417660,428208,431071,444892,477916,383366,318380,434553,441477,454321,391653,517708,409981,334470,329581,431737,463220,467316,498666,423058,347949,472767,394478,471513,421330,328943,278758,351792,380586,401399,534414,432946,369664,488767,497797,410502,523512,544801,459906,302793,376829,396746,494345,432428,356570,281168,224184,318008,405390,426355,445997,455776,322478,335327,471132,471482,Duval
22004,12615,13662,10279,8798,12674,12649,24458,34324,37496,29768,26717,34459,34554,35764,36280,38167,31785,25689,31900,34205,31726,34151,37898,32331,29999,32667,34260,33173,33167,36612,27816,24590,32210,35211,35783,35100,37105,30872,28701,34864,36632,37179,38654,39411,32421,27700,35117,37052,36247,35879,34720,30150,28278,35830,35045,34608,36743,39481,31782,28550,34296,37592,38843,38738,42388,33711,29979,38886,40169,40865,42999,42519,37239,30438,34213,33462,32768,31705,33151,25936,19085,22048,22572,21610,21189,22154,16897,13807,19987,19869,22836,23872,21610,13769,9050,18596,18711,19058,20362,15649,11563,21387,21268,20393,22035,24760,21477,24770,21753,22043,16412,19729,18861,23875,26590,27165,24346,31788,26978,23527,29694,30723,30177,30758,33740,27282,20322,30014,30891,31184,31313,34066,28626,25711,29751,31434,32694,33358,35591,27027,22611,17383,25024,29867,30628,29650,30342,26443,33194,33245,26662,29869,21117,21483,30444,29221,33886,38906,30531,27046,34797,35269,34584,35250,35974,32773,28921,34383,32449,34032,35004,37400,29981,26836,33394,32866,32693,36108,34285,26892,24460,31797,31997,Flagler
158779,209268,226856,198059,172187,155115,142999,145273,149481,165483,137381,133336,137992,136323,140276,153638,182755,148155,128946,158048,136364,81932,88068,97369,80201,75601,83773,81291,82477,90588,105386,88295,72367,85568,83309,85755,86682,101688,85259,80387,87630,84785,88008,97766,114460,97780,86796,100281,90028,87730,92313,108065,91049,85022,88048,80252,85322,96892,110649,105612,95649,91655,88811,90441,96471,118286,104209,95973,95719,90505,94906,104315,120708,108085,99866,98921,95811,97061,94030,95295,79998,62787,68658,61511,67051,65810,67141,52740,45050,60067,60556,61067,63162,56060,39711,32333,53112,53413,54899,54999,40716,29480,48829,52370,52660,57457,60359,53706,58861,59779,59488,64622,54062,47566,64139,66668,67674,71756,75734,61587,54722,66929,69653,68996,74102,133890,116434,101136,120877,72264,122477,131235,141695,125095,113248,121853,122922,129706,144734,168952,138006,115670,130167,134020,134742,139435,152404,146148,135863,132702,136496,140070,156954,140884,120129,131712,132580,138814,169241,156544,145125,145349,140065,144971,157805,178042,165444,143008,152027,140815,143635,157218,175543,165689,147269,144903,143011,157054,175482,160518,105334,145162,152988,137655,Nassau
346578,409312,435168,365366,365908,424509,417938,414616,423547,437300,386022,345743,407489,406561,398415,429131,451194,404132,368012,415548,416287,418365,418332,458118,400061,361990,419217,412385,416351,429374,443962,381334,346861,420001,416718,425090,431866,450193,402952,360870,423557,420227,426517,434583,447957,408438,374469,452264,474686,472563,482008,492016,438138,401785,468208,465948,459991,484933,508990,449827,401556,469065,466503,473115,486559,505055,453905,395625,469771,469386,468418,468872,475215,397625,348017,388911,353193,334166,312481,313004,216474,169826,257284,250361,257588,250801,210448,145907,119478,207542,211152,216261,216621,210690,143034,103900,203181,205264,206379,208602,156069,114001,206559,207011,208825,202858,225636,211879,225469,229735,230806,214793,186606,153996,236627,240367,244844,236783,274643,215827,177913,259015,260823,266130,273033,293558,245558,194821,273542,241081,268758,286456,306739,246422,212783,280331,291778,304165,305178,335369,285278,236060,217768,304658,320815,309228,341256,301803,244453,308864,313647,304456,344347,270531,232476,294923,313504,256880,295444,303823,260882,308899,308797,333816,353271,381852,337627,291615,344940,340311,348806,353418,374656,303389,257545,324655,341166,345577,368217,353258,268718,273966,337038,331019,Orange
20957,32340,35133,25963,22952,32393,32183,33164,33247,36416,28509,23631,33062,33705,34133,34306,36717,29350,22603,29988,33179,32108,33180,36228,29693,23554,32820,33011,32608,33994,37004,28653,24078,34083,33908,34698,33553,36594,28471,24924,34058,34312,34708,36085,37275,30012,24592,32221,34298,34584,34741,35031,28330,24761,33636,32718,33848,35378,38270,30309,26128,34302,36647,35435,35334,37565,31557,26730,35038,36197,36105,36930,38638,31685,25827,32095,31320,31282,30398,31275,24842,19948,27276,27143,26696,27118,28737,22590,18264,25994,25889,27445,27939,26868,19646,14441,24758,24866,25342,26349,21862,15659,24799,24173,25751,26734,29262,25456,27574,27968,27416,27705,24526,20848,27829,28153,28731,28408,33162,26838,22243,29914,29692,29299,30882,32687,27788,22160,30119,30347,30624,31375,33542,27793,22876,30147,31066,31383,32297,34839,30049,24939,22822,30813,31324,31180,33268,27710,23838,31979,32206,29507,33657,25352,20445,30534,31511,31324,34666,28134,23943,31465,31838,32125,32821,34400,29491,25259,31466,30457,31276,32269,33943,26638,23076,30654,30819,31756,33017,31730,23096,21463,29819,30839,Putnam
104329,160002,169552,131999,118223,156583,161430,163660,168091,177671,144180,118301,95838,164011,167224,171780,183567,151525,120934,153986,163520,162718,166471,180533,150465,121951,160661,165062,165369,165367,179765,141207,119611,156673,165753,167781,169963,182061,149425,124204,165742,170237,175075,178419,186465,153062,129530,167027,171039,172826,173900,179629,152353,124572,162955,170590,168101,177313,189094,155288,129521,165696,172873,171425,175485,185995,157132,68633,168459,172254,101720,177976,177866,141584,112733,148092,144971,139849,136601,84064,100486,78184,118395,117633,118970,117875,117235,85414,68097,105836,108550,111686,114140,106732,72212,51235,101147,101773,104177,107832,81917,58571,102514,104043,105378,104012,116706,102967,110531,112284,110133,108564,92422,76199,114286,115111,116736,114448,130477,105258,86436,122753,124119,124687,128393,138165,116020,92444,125739,128831,129802,130581,141573,115470,97425,127296,132695,136788,138804,150602,124148,101388,90749,134668,137396,135749,150721,124563,102844,139323,82742,135748,152327,113793,96471,135497,140928,142620,161706,133255,108476,142600,145307,145678,148956,154698,134126,111310,141759,140349,144989,147970,155506,126353,105307,139556,141617,142898,152863,142241,100068,97031,136411,138793,Seminole
65786,96974,102930,79683,70236,94212,96650,98098,98479,102943,85706,70223,96035,97358,100244,99880,103869,88839,68868,89165,95949,94202,96982,102684,87495,70767,93927,96582,97459,98940,101442,85725,72032,96632,99020,101089,98100,104796,88690,72652,97031,100414,102967,105294,107681,90841,72681,93142,100724,103457,101604,100599,87666,75444,98052,96557,100538,102587,108886,92708,76418,100292,105035,104546,102317,108941,91626,74627,101660,104246,106440,107268,105866,88739,72110,89693,87719,83507,81194,83079,64547,49420,68918,69286,67440,67709,73129,59470,46819,61364,63681,67214,67970,62615,49694,35677,58707,59532,61189,65244,57054,35393,56945,55223,58358,65431,68881,60786,67009,67140,66603,67666,61626,51492,67915,69542,71334,69888,80175,66945,55271,75518,77353,76587,79475,85291,74657,56063,77796,80452,81534,83049,89017,77918,62881,81353,85366,86558,87758,95907,84010,70414,62674,79444,87192,85323,94367,82108,67671,90262,92437,86439,95802,77961,57939,85834,90402,91901,100041,86761,69598,91836,94329,93973,97071,99687,88265,70788,90355,90632,92329,94602,98067,81233,68487,90340,89075,92282,94770,93101,67859,61706,85448,88295,St. Johns
137457,187074,204712,166068,151999,175353,177057,176110,176575,184847,162701,117988,165758,170941,192774,211207,226262,198939,170377,207029,199926,198624,193674,205931,182799,161908,193766,194570,202246,209056,229571,184894,159868,203020,93879,206584,206724,229507,197230,181466,206985,207385,215038,229307,244787,209366,194254,234000,212745,212250,212302,230277,201512,183079,207197,206580,204935,221038,238100,209877,187747,209581,209335,217048,224449,247950,231826,191045,220980,102700,225199,235524,249124,205168,183811,201619,191927,189035,184652,183890,137350,110096,147924,145081,145238,143489,144234,106123,89343,129493,130540,132984,64882,122116,82504,60480,118990,119585,122776,123934,93198,67494,121660,123375,124884,122053,135613,121157,133428,135450,136586,126549,109832,98461,137426,139932,142830,139348,163222,134811,120598,151367,153976,154192,162639,178466,155120,124438,160304,162079,163576,167752,181979,152658,142269,160817,165532,168885,176344,201320,180985,153283,133631,169698,183195,174741,193300,174895,152304,81599,177943,172223,194114,148379,133301,172672,81033,181650,212240,184958,162312,186493,186662,192492,89950,207629,192353,171813,188821,182827,188643,194163,210453,181621,162264,180978,187860,185389,201645,189050,58518,151995,181742,158697,Volusia
654055,855843,900897,785596,702080,873355,902844,893983,908921,925687,795141,695101,886959,894750,903890,918812,948460,809733,713217,816877,885700,890286,881819,944319,828131,717858,887979,895001,911155,929088,958172,813798,701270,909332,894663,896392,919436,929845,832495,713175,886756,896349,910340,938440,971847,789665,705356,870916,906532,919011,918192,962396,820822,733510,895877,909280,915039,932440,958498,840808,723920,894808,900971,910217,927851,959422,826744,698713,892385,892274,902593,905349,910453,723816,606436,775514,722560,680869,650405,650014,446539,341232,522039,507859,504236,495004,502262,351257,278898,465983,466482,464936,460035,474892,329798,256161,444565,455696,445539,461504,343210,267864,459247,465889,479975,476323,510251,482147,489792,503201,488281,509721,384239,300033,511638,521059,533703,506529,575103,462156,380209,550589,562237,560099,566035,594531,491075,362708,544618,563248,569386,561253,543848,473296,394918,558906,592061,595642,613343,657827,535843,356328,378144,550172,588484,629332,656605,564393,458509,597976,593787,634081,731354,616835,523952,695872,714389,725978,777805,672582,554138,698883,731521,726578,715941,777403,678943,582165,725109,733571,743237,735204,785259,673086,562490,715555,734498,736393,764052,712455,522985,494879,697840,709431,Broward
480641,623491,666016,582892,510192,656266,633215,625472,656632,698342,598691,510291,660614,663937,679316,683015,701957,612831,531898,618480,660609,657635,651754,707381,621752,529444,662923,668309,675689,701132,741992,627332,539868,708102,662783,670805,684052,694227,618096,520320,673881,672265,683246,689617,728283,583008,519866,622594,657933,667538,677080,708371,607385,526148,654477,653914,668112,680299,711401,617080,535070,666399,664205,672509,694797,709920,611853,501825,651013,657511,662237,666030,674140,527722,431904,558869,515692,481858,455265,451016,301000,222779,371264,359672,350405,346452,349745,231656,179611,330134,333127,333001,325086,333373,229913,178873,320287,324541,325269,316318,228395,173248,315930,323533,332059,328846,348939,342906,355016,363852,363879,379143,279875,206207,370688,381192,386795,377730,418700,325822,261906,398049,405584,410602,416612,443218,352481,247216,401786,422410,425755,416450,406327,304367,240815,396973,420010,441199,452306,542766,449689,280832,283227,467897,555153,590167,618791,482918,364185,573680,407779,404732,493068,401265,331403,486162,507973,523106,665323,550773,439711,606175,636222,542450,619627,659863,566025,453950,618335,644232,651513,655354,679628,491195,451252,621795,639073,634538,649289,561908,366931,365232,509467,606777,Miami-Dade
21847,32929,35246,28517,23971,32313,31648,31671,32461,35526,28983,23979,31674,31536,33964,33133,36522,30632,24564,32478,32127,31489,31961,35943,30330,24376,31249,31633,32046,32509,36336,29361,23270,32157,32237,32557,33067,36486,30069,24953,32615,32476,33345,34677,38885,32047,26276,32755,33494,33457,34164,36772,31373,27305,33149,33685,32658,34362,37719,31861,25362,33344,33716,34069,33663,38152,31801,25734,32912,32978,32383,33440,36226,29261,23688,31193,29819,28651,28208,29707,21181,16402,23817,22819,22925,22852,24355,18891,14862,22204,21978,22925,23083,21751,15260,11021,19596,19701,20450,21953,16530,12085,20285,20646,22214,20937,23507,21478,22272,22545,22219,22943,18732,14410,23246,23336,23194,23274,27632,21552,17869,25210,25401,25467,25995,28555,24474,17568,26315,25823,26156,26780,28596,23120,19188,26133,26195,26963,27625,31504,25644,19422,18251,26974,27779,28868,31589,26072,20616,26552,26433,27529,30447,24514,20126,28033,28121,29671,32513,26349,21769,29164,29549,29027,28362,30925,26457,21568,28203,27966,28263,28776,31756,26042,21031,27910,27692,28050,30005,29857,20869,19873,6368,5776,Indian River
120260,182639,192913,157111,137019,176451,185180,187090,179163,197823,161299,138815,182422,177721,184164,185481,195144,160977,134575,173904,178904,174608,178710,191383,160277,138297,174084,178325,180383,184021,195803,146991,131413,180270,180881,161482,183659,194846,162364,141490,179881,182916,186408,192077,207914,156886,134979,172391,173994,176919,187647,194747,164589,149311,182592,184084,185408,192097,206591,169492,146672,181388,185041,187263,190821,203341,165578,141751,180017,181997,170467,105931,189786,149528,127928,162236,148549,153068,149525,147674,106442,85752,123894,121495,121290,119935,122656,88487,69674,110574,109657,113821,115396,105134,70068,52827,100340,102518,103984,106183,77248,55135,102484,104400,107513,103740,111458,103258,109163,112625,114210,117235,87788,42744,75871,76315,105562,115399,134889,110018,89881,129067,130468,131753,126012,121375,103641,72643,108395,85252,86543,88064,86908,70957,68520,82915,83975,88326,91892,104533,84317,60982,59690,87274,95420,94398,102556,96519,73119,87927,78993,87253,95682,78057,67935,92401,93708,96453,108586,89407,76841,95562,96681,104885,105532,113143,94837,85485,106049,104534,106087,109944,115877,87633,76462,96521,96404,98637,104016,94519,66636,73329,93911,90242,Martin
84573,104874,104700,92469,80689,90902,89265,91252,91892,93932,84869,75522,89807,91234,87506,78106,78844,71670,66318,70857,65116,62941,63416,70200,69722,64136,71355,72540,72373,69983,89287,80148,73191,91220,92595,94913,96345,95708,88925,80995,94420,88834,89216,90792,94412,88085,80767,89655,94244,84882,64614,62291,52737,49167,75605,90495,93640,101324,103210,93144,85710,52635,51302,51201,52072,85101,93784,79124,97365,98972,97763,99570,102123,90202,82860,92572,88129,82419,78294,78786,60353,43986,53793,52954,52117,52623,50638,35397,29343,46551,47285,47043,47679,46231,33231,26128,43579,43595,45011,21540,15177,10278,20884,38340,47668,47713,51229,44279,48637,49193,50238,53575,39179,28599,50195,51556,52156,53236,57181,42290,24941,38890,47217,53779,56768,59795,46079,31836,53371,56610,55237,49149,59385,47193,38177,56768,58671,59175,60836,65589,48676,35870,42128,60378,60867,62445,66468,51557,43222,71153,69447,71556,81049,79574,73456,76787,76820,78068,89702,91534,82217,81360,77823,79467,83003,92299,91589,82660,83917,81800,83726,88113,96482,92306,83934,84660,82687,86880,93197,91758,71474,73931,82239,77535,Monroe
67464,81092,86625,76820,74660,78769,80345,81134,83048,87917,80906,70575,80181,79475,81046,80705,88245,82564,72956,76732,79654,78120,79937,87185,81362,71617,79360,80393,81079,81314,87006,77737,71416,81522,81542,81517,81873,87381,82354,73444,82123,82917,84019,86564,91011,84724,74880,83576,84553,83478,85191,85476,81373,75453,82863,82778,83225,86105,90189,84683,76829,83377,84953,84731,85672,89925,85047,74105,82079,83504,85242,85598,88587,78944,67871,73098,69377,66025,63976,66871,52346,41152,51161,50072,51673,53261,42690,35434,29510,41692,42069,44636,44974,44931,36691,27092,40926,42853,44214,44597,40429,30098,42831,42533,45798,7126,49110,44554,46417,47777,48223,43660,46864,40296,50631,50721,50730,49017,58998,53779,46813,56042,55001,55121,56481,61755,60964,47544,56495,57610,58177,59091,62571,58729,52975,57351,60972,62807,61578,67528,67059,57414,49524,62192,62017,61700,68978,66711,58748,61657,63762,59121,70252,60795,55461,64695,65293,64836,74469,70599,61730,67181,68212,69059,68643,73782,73240,63679,67259,67836,68850,70110,75565,70593,62068,68280,67681,68647,72278,75584,63372,60028,67350,49517,Osceola
496735,738460,766661,636097,560431,722610,722778,716651,725090,775552,632303,547152,726266,727479,749889,883697,936651,763931,649036,822964,867339,860384,768971,939913,769816,674184,860220,853935,873830,901671,947884,738985,635293,883612,875687,849505,891417,936985,783818,689128,877720,890560,906231,937284,980580,804215,678805,890963,904639,908046,925962,963546,794756,716422,892462,899817,903801,948639,1008721,830712,716966,889088,892410,862070,918375,966473,797677,691162,873672,868042,893085,900105,934658,707799,591846,781687,749238,718218,694518,703092,476365,358677,570068,562458,557656,551676,563303,387554,304216,517117,494897,517230,526698,511822,331615,250331,469476,484349,490649,497110,352839,260690,493525,472571,443741,478652,541928,516011,518212,529501,465290,559189,356072,298400,544470,550624,560540,541805,618991,467139,384274,538432,517981,566214,596824,653313,533468,388602,606378,620020,628641,637875,637799,510515,445138,601556,627041,647448,650517,729314,587272,406868,414443,648224,685394,701651,735891,636641,463884,649245,622230,645837,725549,577273,478273,691588,680028,717144,781461,631526,514264,699951,592913,620206,639050,691974,588057,502827,657895,661951,722499,733817,777201,614113,516741,703184,644371,722408,746341,683554,473495,480509,672670,690993,Palm Beach
64646,86494,90838,79047,76925,77275,72499,74157,75496,85537,63060,57090,70451,62624,70902,74932,88106,76726,65664,80439,74499,72671,64569,73370,65977,66800,69267,67003,68927,81457,97958,80340,63456,81736,76069,73548,78592,89416,75636,72594,78330,76299,78620,84457,98114,82435,76749,88033,79801,79363,83213,92942,77269,78602,80414,78310,79484,85903,102822,88808,83986,83869,81314,85192,93333,102642,88969,82409,88853,79844,83730,86467,95845,76937,73392,78153,73177,72364,70012,72453,54009,43555,56539,54300,54646,54314,55891,39864,33883,49856,48901,49875,51583,47443,31054,24792,44202,45217,45555,46947,33652,26207,46134,45481,47352,46366,50762,47178,49262,49996,51037,52780,40472,33921,52595,52730,53153,52901,63190,48774,43070,56085,55290,56985,59695,67920,56838,45343,60915,58970,59416,61884,64409,51537,50639,59157,58274,61371,65349,77851,62058,48424,49443,62515,73058,66545,75308,81602,56665,60476,55555,63005,70692,58351,53367,65322,64114,68222,80794,66574,61885,69623,68447,69539,70443,79876,66210,64918,71116,67606,37336,41785,81776,66761,61346,68557,66648,69227,77059,72195,50661,62022,67990,64337,St. Lucie
536468,685055,781779,668236,594619,717120,688232,756840,769108,757323,632939,568562,741191,729789,746847,791662,879383,654187,557911,777746,768778,817908,890223,975187,728372,689082,854607,858265,878534,917825,905748,679669,582658,818215,827815,899334,909498,958225,777039,699386,869335,867991,892962,891307,1006399,803512,700003,902397,893145,857349,927867,1005078,788056,713525,878868,866537,873572,901809,968138,796573,705408,851635,847341,823956,912586,967316,784990,677405,855046,770923,834038,845663,880841,633892,534700,704684,647217,619777,597092,601460,391748,296757,472851,454661,453794,446063,442168,278480,218471,406839,396150,398490,399159,370299,239009,180982,368443,372907,380804,373122,252999,196598,370564,375961,383130,380829,409750,360134,384877,373798,406463,416591,304418,238405,403133,409130,425091,376897,491329,354507,297842,432435,434275,471332,494426,540151,429894,336817,473098,484647,481943,482671,491935,388311,335937,462967,479588,435746,492898,619498,474684,331939,369369,528495,547165,561541,617286,509988,420789,553281,517774,507490,604716,469246,409608,555771,570098,599878,696553,559899,485375,601505,573334,474242,554383,556708,526409,469915,517434,513812,521161,541355,595145,474337,413342,513481,512445,529856,578366,528675,352208,410267,500429,453801,Florida's Turnpike
